League,Team,TriggerScore,TriggerRole,SampleSize,NextWin_Pct,NextLoss_Pct,NextDraw_Pct,NextOver15_Pct,NextOver25_Pct,NextGG_Pct,NextHomeScore_Pct,NextAwayScore_Pct,Hits_NextWin,Hits_NextLoss,Hits_NextDraw,Hits_NextOver15,Hits_NextOver25,Hits_NextGG,Hits_NextHomeScore,Hits_NextAwayScore
Germany - Virtual,BMU,3:0,Away,9,33,56,11,89,78,78,78,100,3,5,1,8,7,7,7,9
Germany - Virtual,SGE,3:0,Away,9,11,44,44,89,67,78,78,89,1,4,4,8,6,7,7,8
Germany - Virtual,HDH,3:0,Home,9,67,22,11,67,33,33,78,56,6,2,1,6,3,3,7,5
Germany - Virtual,STP,3:0,Home,9,22,44,33,44,22,22,44,56,2,4,3,4,2,2,4,5
Germany - Virtual,LEV,3:0,Home,9,44,11,44,78,56,67,89,67,4,1,4,7,5,6,8,6
Germany - Virtual,TSG,3:2,Away,9,33,67,0,89,89,78,89,89,3,6,0,8,8,7,8,8
Germany - Virtual,BMG,2:2,Home,9,22,33,44,78,56,67,89,67,2,3,4,7,5,6,8,6
Germany - Virtual,VFB,2:2,Home,9,44,33,22,89,56,56,78,67,4,3,2,8,5,5,7,6
Germany - Virtual,RBL,2:2,Away,9,67,11,22,78,56,78,78,100,6,1,2,7,5,7,7,9
Germany - Virtual,TSG,2:2,Away,9,11,78,11,89,78,78,100,78,1,7,1,8,7,7,9,7
France - Virtual,OLM,0:1,Home,9,33,33,33,67,56,56,67,67,3,3,3,6,5,5,6,6
France - Virtual,ANG,0:0,Home,9,22,56,22,89,67,78,78,100,2,5,2,8,6,7,7,9
France - Virtual,LYO,0:0,Away,9,22,33,44,89,44,67,89,78,2,3,4,8,4,6,8,7
France - Virtual,MET,0:0,Away,9,22,44,33,67,56,67,67,78,2,4,3,6,5,6,6,7
France - Virtual,B29,1:3,Away,9,56,33,11,67,44,56,67,89,5,3,1,6,4,5,6,8
France - Virtual,LEH,1:3,Home,9,22,33,44,67,56,56,67,67,2,3,4,6,5,5,6,6
France - Virtual,NAN,1:3,Home,9,11,56,33,44,33,33,44,67,1,5,3,4,3,3,4,6
France - Virtual,ANG,1:3,Home,9,22,56,22,78,44,56,67,89,2,5,2,7,4,5,6,8
France - Virtual,AUX,1:0,Home,9,33,67,0,78,44,44,44,100,3,6,0,7,4,4,4,9
France - Virtual,NAN,1:0,Home,9,11,44,44,78,78,56,67,67,1,4,4,7,7,5,6,6
France - Virtual,ANG,1:0,Home,9,33,33,33,78,44,67,78,78,3,3,3,7,4,6,7,7
France - Virtual,LEH,0:2,Home,9,33,33,33,89,56,44,78,56,3,3,3,8,5,4,7,5
France - Virtual,LEN,0:2,Home,9,56,22,22,78,56,56,89,67,5,2,2,7,5,5,8,6
France - Virtual,PFC,0:2,Home,9,33,33,33,78,33,44,67,78,3,3,3,7,3,4,6,7
France - Virtual,LYO,0:2,Home,9,33,44,22,67,56,44,56,67,3,4,2,6,5,4,5,6
France - Virtual,LEH,3:1,Away,9,11,56,33,89,44,44,78,56,1,5,3,8,4,4,7,5
France - Virtual,LOR,3:1,Away,9,22,56,22,89,67,67,100,67,2,5,2,8,6,6,9,6
France - Virtual,LEH,3:1,Home,9,56,22,22,78,44,56,67,89,5,2,2,7,4,5,6,8
France - Virtual,TOU,0:3,Home,9,11,67,22,78,56,56,78,78,1,6,2,7,5,5,7,7
France - Virtual,NAN,3:0,Away,9,11,67,22,78,33,56,89,67,1,6,2,7,3,5,8,6
France - Virtual,LEN,3:0,Home,9,22,33,44,89,56,56,56,89,2,3,4,8,5,5,5,8
France - Virtual,PSG,3:0,Home,9,56,33,11,89,78,67,78,89,5,3,1,8,7,6,7,8
France - Virtual,STR,2:0,Home,9,33,33,33,56,33,56,78,67,3,3,3,5,3,5,7,6
France - Virtual,AMO,2:0,Away,9,56,22,22,89,78,44,78,67,5,2,2,8,7,4,7,6
France - Virtual,LEH,1:2,Away,9,22,67,11,67,44,56,78,78,2,6,1,6,4,5,7,7
France - Virtual,LIL,1:2,Away,9,56,33,11,44,33,33,67,56,5,3,1,4,3,3,6,5
France - Virtual,LYO,1:2,Home,9,67,11,22,89,78,89,100,89,6,1,2,8,7,8,9,8
France - Virtual,LOR,2:2,Away,9,56,22,22,67,44,67,67,100,5,2,2,6,4,6,6,9
France - Virtual,LIL,2:2,Away,9,44,22,33,78,33,56,56,100,4,2,3,7,3,5,5,9
France - Virtual,B29,2:2,Home,9,33,44,22,78,44,56,78,78,3,4,2,7,4,5,7,7
France - Virtual,NCE,2:2,Home,9,33,44,22,89,44,67,78,89,3,4,2,8,4,6,7,8
France - Virtual,MET,2:1,Home,9,22,33,44,67,33,67,78,78,2,3,4,6,3,6,7,7
France - Virtual,LIL,2:1,Away,9,33,33,33,44,33,44,78,56,3,3,3,4,3,4,7,5
France - Virtual,PSG,2:1,Away,9,67,22,11,100,78,56,89,67,6,2,1,9,7,5,8,6
France - Virtual,LIL,3:2,Home,9,56,22,22,56,33,33,56,67,5,2,2,5,3,3,5,6
France - Virtual,AUX,3:2,Away,9,22,56,22,89,67,89,89,100,2,5,2,8,6,8,8,9
France - Virtual,STR,3:2,Away,9,33,22,44,67,44,44,67,78,3,2,4,6,4,4,6,7
England - Virtual,BUR,3:0,Away,8,13,75,13,63,50,63,88,75,1,6,1,5,4,5,7,6
England - Virtual,WHU,0:1,Away,8,25,38,38,75,50,63,88,63,2,3,3,6,4,5,7,5
England - Virtual,LEE,0:1,Away,8,13,50,38,88,63,63,88,63,1,4,3,7,5,5,7,5
England - Virtual,CHE,0:1,Home,8,63,13,25,88,63,88,100,88,5,1,2,7,5,7,8,7
England - Virtual,MUN,0:1,Home,8,50,25,25,75,75,75,75,88,4,2,2,6,6,6,6,7
England - Virtual,EVE,2:0,Away,8,25,38,38,88,50,75,88,88,2,3,3,7,4,6,7,7
England - Virtual,BRE,2:0,Home,8,25,25,50,88,50,63,100,63,2,2,4,7,4,5,8,5
England - Virtual,FOR,2:0,Home,8,13,50,38,38,25,13,25,63,1,4,3,3,2,1,2,5
England - Virtual,WOL,2:0,Home,8,25,25,50,75,63,63,75,75,2,2,4,6,5,5,6,6
England - Virtual,BRE,2:1,Home,8,38,50,13,100,75,63,63,100,3,4,1,8,6,5,5,8
England - Virtual,EVE,3:2,Home,8,38,50,13,75,63,63,75,75,3,4,1,6,5,5,6,6
England - Virtual,BRE,3:2,Away,8,25,75,0,63,63,50,88,63,2,6,0,5,5,4,7,5
England - Virtual,CHE,3:2,Away,8,88,0,13,88,75,63,88,75,7,0,1,7,6,5,7,6
England - Virtual,FOR,3:2,Away,8,63,13,25,75,50,75,75,100,5,1,2,6,4,6,6,8
England - Virtual,ARS,1:4,Away,8,38,25,38,88,75,63,75,75,3,2,3,7,6,5,6,6
England - Virtual,CRY,3:1,Away,8,38,38,25,75,50,25,50,63,3,3,2,6,4,2,4,5
England - Virtual,FOR,3:1,Away,8,50,38,13,63,38,50,63,88,4,3,1,5,3,4,5,7
England - Virtual,AST,3:1,Away,8,38,50,13,75,63,63,88,75,3,4,1,6,5,5,7,6
England - Virtual,LEE,3:1,Away,8,13,38,50,88,63,75,100,75,1,3,4,7,5,6,8,6
England - Virtual,SUN,3:1,Away,8,50,38,13,75,63,63,75,88,4,3,1,6,5,5,6,7
England - Virtual,MUN,3:1,Away,8,50,50,0,38,38,38,75,63,4,4,0,3,3,3,6,5
England - Virtual,BOU,3:1,Away,8,38,38,25,38,38,38,63,63,3,3,2,3,3,3,5,5
England - Virtual,FUL,2:2,Home,8,25,50,25,63,13,13,38,50,2,4,2,5,1,1,3,4
England - Virtual,FUL,2:2,Away,8,50,38,13,75,50,25,50,63,4,3,1,6,4,2,4,5
England - Virtual,MUN,2:3,Home,8,13,38,50,75,75,63,63,75,1,3,4,6,6,5,5,6
England - Virtual,MCI,0:4,Away,8,38,13,50,88,63,50,63,75,3,1,4,7,5,4,5,6
England - Virtual,LIV,0:0,Home,8,50,38,13,75,63,63,75,88,4,3,1,6,5,5,6,7
England - Virtual,LIV,0:0,Away,8,88,0,13,100,88,88,88,100,7,0,1,8,7,7,7,8
England - Virtual,WOL,0:3,Home,8,25,63,13,75,63,63,63,88,2,5,1,6,5,5,5,7
England - Virtual,BRE,0:2,Away,8,25,50,25,75,50,38,50,75,2,4,2,6,4,3,4,6
England - Virtual,BHA,0:2,Home,8,38,25,38,75,38,75,75,100,3,2,3,6,3,6,6,8
England - Virtual,AST,0:2,Home,8,38,50,13,100,88,63,75,88,3,4,1,8,7,5,6,7
England - Virtual,CHE,1:3,Away,8,50,25,25,75,75,75,75,88,4,2,2,6,6,6,6,7
England - Virtual,NEW,1:3,Away,8,13,50,38,75,63,38,63,50,1,4,3,6,5,3,5,4
Spain - Virtual,RAY,0:3,Away,8,25,38,38,88,25,50,88,63,2,3,3,7,2,4,7,5
Spain - Virtual,CEL,0:3,Home,8,25,63,13,75,50,50,88,63,2,5,1,6,4,4,7,5
Spain - Virtual,OVI,2:2,Away,8,38,25,38,63,38,50,75,50,3,2,3,5,3,4,6,4
Spain - Virtual,RAY,2:2,Away,8,50,25,25,63,38,38,63,63,4,2,2,5,3,3,5,5
Spain - Virtual,ATM,2:2,Away,8,13,38,50,63,63,63,88,63,1,3,4,5,5,5,7,5
Spain - Virtual,RSO,2:2,Away,8,38,63,0,88,50,50,75,75,3,5,0,7,4,4,6,6
Spain - Virtual,VCF,2:2,Away,8,0,50,50,63,38,38,75,38,0,4,4,5,3,3,6,3
Spain - Virtual,ATM,2:2,Home,8,13,50,38,75,50,63,75,88,1,4,3,6,4,5,6,7
Spain - Virtual,VCF,2:2,Home,8,25,25,50,38,38,25,38,50,2,2,4,3,3,2,3,4
Spain - Virtual,RMA,0:2,Home,8,38,25,38,75,25,38,50,75,3,2,3,6,2,3,4,6
Spain - Virtual,VCF,1:2,Home,8,75,0,25,63,38,50,88,50,6,0,2,5,3,4,7,4
Spain - Virtual,ESP,1:2,Away,8,13,63,25,75,50,38,63,63,1,5,2,6,4,3,5,5
Spain - Virtual,FCB,1:2,Away,8,13,38,50,63,38,63,75,63,1,3,4,5,3,5,6,5
Spain - Virtual,RAY,1:2,Away,8,25,25,50,38,13,25,63,25,2,2,4,3,1,2,5,2
Spain - Virtual,BIL,3:1,Home,8,38,38,25,75,38,63,88,75,3,3,2,6,3,5,7,6
Spain - Virtual,RMA,3:1,Home,8,63,0,38,63,25,38,88,38,5,0,3,5,2,3,7,3
Spain - Virtual,VCF,3:1,Home,8,63,38,0,100,75,50,75,75,5,3,0,8,6,4,6,6
Spain - Virtual,ESP,3:1,Away,8,13,75,13,75,38,38,63,75,1,6,1,6,3,3,5,6
Spain - Virtual,GET,3:1,Away,8,63,25,13,63,63,50,88,63,5,2,1,5,5,4,7,5
Spain - Virtual,ESP,3:0,Away,8,38,25,38,100,38,75,88,88,3,2,3,8,3,6,7,7
Spain - Virtual,VCF,3:0,Away,8,50,25,25,38,25,25,38,63,4,2,2,3,2,2,3,5
Spain - Virtual,RMA,1:3,Home,8,38,63,0,88,88,75,88,88,3,5,0,7,7,6,7,7
Spain - Virtual,VCF,1:3,Home,8,13,38,50,38,25,25,25,63,1,3,4,3,2,2,2,5
Italy - Virtual,FIO,0:0,Home,8,88,13,0,75,38,13,75,38,7,1,0,6,3,1,6,3
Italy - Virtual,INT,0:0,Home,8,88,0,13,88,75,63,100,63,7,0,1,7,6,5,8,5
Italy - Virtual,INT,3:1,Home,8,50,50,0,88,63,50,75,75,4,4,0,7,5,4,6,6
Italy - Virtual,PIS,3:1,Away,8,38,63,0,88,50,38,88,50,3,5,0,7,4,3,7,4
Italy - Virtual,BFC,3:0,Home,8,50,38,13,75,25,25,63,50,4,3,1,6,2,2,5,4
Italy - Virtual,INT,3:0,Home,8,75,13,13,63,50,50,88,63,6,1,1,5,4,4,7,5
Italy - Virtual,PAR,3:0,Home,8,50,25,25,63,50,38,50,63,4,2,2,5,4,3,4,5
Italy - Virtual,COM,2:0,Away,8,38,25,38,63,38,38,63,63,3,2,3,5,3,3,5,5
Italy - Virtual,ACM,2:0,Away,8,38,25,38,88,50,50,75,75,3,2,3,7,4,4,6,6
Italy - Virtual,UDI,0:2,Away,8,38,38,25,63,50,38,63,63,3,3,2,5,4,3,5,5
Italy - Virtual,FIO,0:2,Home,8,38,50,13,75,50,50,75,75,3,4,1,6,4,4,6,6
Italy - Virtual,INT,0:2,Home,8,88,13,0,75,25,13,75,38,7,1,0,6,2,1,6,3
Italy - Virtual,INT,1:2,Home,8,75,0,25,88,63,63,88,75,6,0,2,7,5,5,7,6
Italy - Virtual,UDI,2:2,Away,8,50,38,13,63,63,38,63,63,4,3,1,5,5,3,5,5
Italy - Virtual,PAR,2:2,Home,8,13,75,13,75,50,63,75,88,1,6,1,6,4,5,6,7
Italy - Virtual,PIS,2:2,Home,8,13,38,50,63,13,38,75,50,1,3,4,5,1,3,6,4
Italy - Virtual,ATA,1:3,Away,8,50,25,25,75,38,50,63,75,4,2,2,6,3,4,5,6
Italy - Virtual,CAG,3:2,Home,8,75,25,0,75,38,38,88,50,6,2,0,6,3,3,7,4
Italy - Virtual,LEC,0:3,Home,8,13,50,38,50,25,38,63,63,1,4,3,4,2,3,5,5
Italy - Virtual,VER,0:3,Home,8,25,25,50,75,25,50,63,75,2,2,4,6,2,4,5,6
Italy - Virtual,INT,0:3,Away,8,63,13,25,75,38,63,63,100,5,1,2,6,3,5,5,8
Italy - Virtual,VER,0:3,Away,8,38,25,38,88,50,75,88,88,3,2,3,7,4,6,7,7
Germany - Virtual,BVB,2:0,Away,8,50,25,25,75,50,63,88,75,4,2,2,6,4,5,7,6
Germany - Virtual,RBL,2:0,Away,8,50,38,13,88,88,63,88,75,4,3,1,7,7,5,7,6
Germany - Virtual,SCF,2:0,Home,8,13,63,25,75,63,50,50,100,1,5,2,6,5,4,4,8
Germany - Virtual,SVW,2:0,Home,8,63,25,13,50,13,13,25,75,5,2,1,4,1,1,2,6
Germany - Virtual,BMG,2:1,Away,8,50,38,13,63,13,13,50,50,4,3,1,5,1,1,4,4
Germany - Virtual,RBL,2:1,Away,8,25,25,50,75,50,75,88,75,2,2,4,6,4,6,7,6
Germany - Virtual,TSG,2:1,Home,8,25,63,13,50,38,25,38,75,2,5,1,4,3,2,3,6
Germany - Virtual,BMU,3:1,Away,8,50,50,0,88,88,63,100,63,4,4,0,7,7,5,8,5
Germany - Virtual,BVB,3:1,Home,8,50,25,25,75,38,50,63,88,4,2,2,6,3,4,5,7
Germany - Virtual,HDH,3:1,Home,8,38,50,13,75,63,25,75,38,3,4,1,6,5,2,6,3
Germany - Virtual,BMG,1:3,Home,8,50,50,0,75,63,50,75,75,4,4,0,6,5,4,6,6
Germany - Virtual,SCF,1:3,Home,8,63,38,0,50,25,13,38,75,5,3,0,4,2,1,3,6
Germany - Virtual,HDH,1:3,Home,8,75,13,13,88,38,38,88,50,6,1,1,7,3,3,7,4
Germany - Virtual,LEV,1:3,Away,8,38,38,25,100,63,75,88,88,3,3,2,8,5,6,7,7
Germany - Virtual,TSG,1:2,Home,8,25,25,50,88,63,75,75,100,2,2,4,7,5,6,6,8
Germany - Virtual,HDH,0:2,Home,8,25,50,25,50,38,50,63,88,2,4,2,4,3,4,5,7
Germany - Virtual,LEV,0:2,Home,8,63,25,13,75,25,25,50,75,5,2,1,6,2,2,4,6
Germany - Virtual,RBL,0:2,Away,8,38,25,38,75,75,75,88,88,3,2,3,6,6,6,7,7
Germany - Virtual,BMU,0:2,Away,8,0,50,50,100,63,88,100,88,0,4,4,8,5,7,8,7
Germany - Virtual,SVW,3:0,Away,8,25,50,25,63,63,50,88,63,2,4,2,5,5,4,7,5
Germany - Virtual,WOB,3:0,Away,8,38,38,25,63,25,38,63,75,3,3,2,5,2,3,5,6
Germany - Virtual,RBL,3:0,Home,8,25,25,50,75,25,63,75,75,2,2,4,6,2,5,6,6
Germany - Virtual,BMU,3:2,Away,8,25,38,38,88,63,75,88,75,2,3,3,7,5,6,7,6
Germany - Virtual,BVB,2:2,Home,8,63,13,25,75,38,63,88,75,5,1,2,6,3,5,7,6
Germany - Virtual,SCF,2:2,Home,8,25,75,0,88,75,63,75,88,2,6,0,7,6,5,6,7
Germany - Virtual,HDH,2:2,Home,8,50,13,38,88,63,88,100,88,4,1,3,7,5,7,8,7
Germany - Virtual,STP,2:2,Home,8,13,38,50,63,38,63,88,63,1,3,4,5,3,5,7,5
Germany - Virtual,BMU,2:2,Home,8,25,75,0,63,50,38,50,88,2,6,0,5,4,3,4,7
Germany - Virtual,SGE,2:2,Home,8,38,38,25,88,63,75,100,75,3,3,2,7,5,6,8,6
Germany - Virtual,STP,2:2,Away,8,0,50,50,75,25,38,63,50,0,4,4,6,2,3,5,4
Germany - Virtual,SVW,2:2,Away,8,38,25,38,75,63,63,88,63,3,2,3,6,5,5,7,5
Germany - Virtual,LEV,2:2,Away,8,50,13,38,75,50,63,75,88,4,1,3,6,4,5,6,7
Germany - Virtual,UNI,2:2,Away,8,25,50,25,63,38,50,75,63,2,4,2,5,3,4,6,5
Germany - Virtual,VFB,1:0,Home,8,63,13,25,88,50,50,88,63,5,1,2,7,4,4,7,5
Germany - Virtual,RBL,1:0,Away,8,50,25,25,88,63,75,88,88,4,2,2,7,5,6,7,7
Germany - Virtual,LEV,1:0,Away,8,63,0,38,88,38,38,50,75,5,0,3,7,3,3,4,6
Germany - Virtual,SCF,0:3,Home,8,13,38,50,63,25,25,38,63,1,3,4,5,2,2,3,5
Germany - Virtual,TSG,0:3,Home,8,88,13,0,50,50,38,75,63,7,1,0,4,4,3,6,5
Germany - Virtual,WOB,0:3,Home,8,50,25,25,88,38,50,75,75,4,2,2,7,3,4,6,6
Germany - Virtual,LEV,0:3,Away,8,38,50,13,100,75,75,100,75,3,4,1,8,6,6,8,6
France - Virtual,LEN,0:0,Home,8,50,25,25,88,50,75,88,88,4,2,2,7,4,6,7,7
France - Virtual,STR,0:0,Home,8,38,63,0,88,75,63,75,88,3,5,0,7,6,5,6,7
France - Virtual,PFC,0:0,Away,8,75,25,0,75,75,75,75,100,6,2,0,6,6,6,6,8
France - Virtual,B29,0:0,Away,8,63,13,25,88,63,63,75,88,5,1,2,7,5,5,6,7
France - Virtual,ANG,1:3,Away,8,25,63,13,88,75,38,63,63,2,5,1,7,6,3,5,5
France - Virtual,AUX,1:3,Home,8,50,50,0,100,88,88,100,88,4,4,0,8,7,7,8,7
France - Virtual,PSG,1:0,Home,8,38,38,25,75,63,38,63,63,3,3,2,6,5,3,5,5
France - Virtual,AUX,0:2,Away,8,50,50,0,75,75,63,75,88,4,4,0,6,6,5,6,7
France - Virtual,REN,0:2,Home,8,0,75,25,75,50,50,63,75,0,6,2,6,4,4,5,6
France - Virtual,OLM,0:2,Home,8,50,38,13,100,88,50,88,63,4,3,1,8,7,4,7,5
France - Virtual,PSG,0:2,Home,8,38,38,25,88,63,38,63,63,3,3,2,7,5,3,5,5
France - Virtual,OLM,3:1,Away,8,38,13,50,50,38,50,63,63,3,1,4,4,3,4,5,5
France - Virtual,OLM,3:1,Home,8,50,13,38,38,25,13,50,25,4,1,3,3,2,1,4,2
France - Virtual,LIL,3:1,Home,8,38,13,50,50,25,38,63,50,3,1,4,4,2,3,5,4
France - Virtual,STR,3:1,Home,8,50,25,25,75,38,50,75,63,4,2,2,6,3,4,6,5
France - Virtual,PSG,0:3,Away,8,38,38,25,88,50,63,75,88,3,3,2,7,4,5,6,7
France - Virtual,MET,3:0,Away,8,25,38,38,75,50,50,75,63,2,3,3,6,4,4,6,5
France - Virtual,LYO,3:0,Home,8,50,25,25,63,25,38,63,75,4,2,2,5,2,3,5,6
France - Virtual,OLM,2:0,Home,8,38,50,13,75,38,38,75,63,3,4,1,6,3,3,6,5
France - Virtual,TOU,2:0,Away,8,75,25,0,63,38,25,50,75,6,2,0,5,3,2,4,6
France - Virtual,LEH,1:2,Home,8,50,38,13,63,50,50,75,75,4,3,1,5,4,4,6,6
France - Virtual,NCE,1:2,Home,8,13,63,25,75,63,63,63,75,1,5,2,6,5,5,5,6
France - Virtual,AUX,2:2,Away,8,13,75,13,88,63,50,63,88,1,6,1,7,5,4,5,7
France - Virtual,REN,2:2,Away,8,13,63,25,75,63,63,75,75,1,5,2,6,5,5,6,6
France - Virtual,OLM,2:2,Away,8,50,50,0,88,88,75,100,75,4,4,0,7,7,6,8,6
France - Virtual,MET,2:2,Home,8,38,50,13,88,63,50,75,75,3,4,1,7,5,4,6,6
France - Virtual,OLM,2:2,Home,8,38,25,38,88,63,75,100,75,3,2,3,7,5,6,8,6
France - Virtual,PSG,2:2,Home,8,75,25,0,100,88,88,100,88,6,2,0,8,7,7,8,7
France - Virtual,LOR,2:1,Home,8,25,38,38,100,75,75,88,88,2,3,3,8,6,6,7,7
France - Virtual,NAN,2:1,Home,8,13,75,13,100,75,63,63,100,1,6,1,8,6,5,5,8
France - Virtual,REN,2:1,Away,8,13,25,63,75,25,63,75,75,1,2,5,6,2,5,6,6
France - Virtual,LOR,2:1,Away,8,38,38,25,75,63,38,50,75,3,3,2,6,5,3,4,6
France - Virtual,PSG,3:2,Home,8,50,50,0,88,63,50,63,88,4,4,0,7,5,4,5,7
France - Virtual,LYO,3:2,Away,8,50,38,13,75,50,50,75,75,4,3,1,6,4,4,6,6
France - Virtual,B29,3:2,Away,8,38,25,38,75,50,50,63,75,3,2,3,6,4,4,5,6
England - Virtual,BHA,3:0,Home,7,43,43,14,71,57,57,86,71,3,3,1,5,4,4,6,5
England - Virtual,BUR,3:0,Home,7,29,43,29,57,57,57,57,86,2,3,2,4,4,4,4,6
England - Virtual,FUL,3:0,Away,7,0,86,14,43,43,29,100,29,0,6,1,3,3,2,7,2
England - Virtual,LEE,3:0,Away,7,29,57,14,71,57,57,71,86,2,4,1,5,4,4,5,6
England - Virtual,WOL,3:0,Away,7,43,43,14,71,57,14,29,86,3,3,1,5,4,1,2,6
England - Virtual,FUL,0:1,Away,7,29,57,14,86,57,29,43,71,2,4,1,6,4,2,3,5
England - Virtual,FUL,2:0,Away,7,14,43,43,29,29,29,57,29,1,3,3,2,2,2,4,2
England - Virtual,TOT,2:0,Away,7,29,57,14,71,71,57,86,71,2,4,1,5,5,4,6,5
England - Virtual,CRY,3:2,Home,7,29,43,29,71,43,57,71,86,2,3,2,5,3,4,5,6
England - Virtual,AST,3:2,Home,7,29,29,43,100,57,100,100,100,2,2,3,7,4,7,7,7
England - Virtual,ARS,3:2,Home,7,43,43,14,86,57,71,86,86,3,3,1,6,4,5,6,6
England - Virtual,MCI,3:2,Home,7,43,57,0,86,86,57,86,71,3,4,0,6,6,4,6,5
England - Virtual,BHA,3:1,Home,7,29,29,43,43,14,29,86,29,2,2,3,3,1,2,6,2
England - Virtual,WHU,3:1,Home,7,0,71,29,71,29,43,43,86,0,5,2,5,2,3,3,6
England - Virtual,CRY,3:1,Home,7,43,43,14,100,86,57,71,86,3,3,1,7,6,4,5,6
England - Virtual,TOT,3:1,Home,7,43,57,0,71,71,71,71,100,3,4,0,5,5,5,5,7
England - Virtual,EVE,3:1,Home,7,29,29,43,57,43,57,57,86,2,2,3,4,3,4,4,6
England - Virtual,LIV,3:1,Away,7,29,71,0,86,86,57,71,86,2,5,0,6,6,4,5,6
England - Virtual,BRE,3:1,Away,7,29,57,14,43,29,29,71,57,2,4,1,3,2,2,5,4
England - Virtual,MCI,4:1,Home,7,71,29,0,86,57,43,86,57,5,2,0,6,4,3,6,4
England - Virtual,BOU,2:2,Home,7,29,29,43,43,43,43,57,57,2,2,3,3,3,3,4,4
England - Virtual,TOT,2:2,Home,7,57,43,0,57,57,57,86,71,4,3,0,4,4,4,6,5
England - Virtual,LIV,2:2,Away,7,29,57,14,71,57,57,86,71,2,4,1,5,4,4,6,5
England - Virtual,MCI,2:2,Away,7,43,43,14,86,57,71,71,100,3,3,1,6,4,5,5,7
England - Virtual,CHE,2:3,Home,7,57,29,14,86,57,57,100,57,4,2,1,6,4,4,7,4
England - Virtual,NEW,2:3,Home,7,71,29,0,86,71,57,86,71,5,2,0,6,5,4,6,5
England - Virtual,BRE,0:0,Home,7,14,86,0,71,57,29,43,86,1,6,0,5,4,2,3,6
England - Virtual,WHU,0:0,Home,7,29,29,43,71,43,29,57,43,2,2,3,5,3,2,4,3
England - Virtual,MCI,0:0,Home,7,43,29,29,71,43,71,71,100,3,2,2,5,3,5,5,7
England - Virtual,BRE,0:0,Away,7,71,14,14,100,43,57,57,100,5,1,1,7,3,4,4,7
England - Virtual,CHE,0:0,Away,7,29,57,14,100,57,71,100,71,2,4,1,7,4,5,7,5
England - Virtual,CHE,0:3,Away,7,14,57,29,86,71,71,86,86,1,4,2,6,5,5,6,6
England - Virtual,AST,0:3,Away,7,29,57,14,71,57,43,86,43,2,4,1,5,4,3,6,3
England - Virtual,BRE,0:3,Home,7,29,57,14,71,43,43,57,71,2,4,1,5,3,3,4,5
England - Virtual,AST,0:3,Home,7,29,57,14,100,71,86,86,100,2,4,1,7,5,6,6,7
England - Virtual,LEE,0:3,Home,7,14,43,43,71,43,57,71,86,1,3,3,5,3,4,5,6
England - Virtual,BOU,0:3,Home,7,29,57,14,86,86,71,71,100,2,4,1,6,6,5,5,7
England - Virtual,BUR,0:2,Away,7,14,57,29,71,57,43,71,57,1,4,2,5,4,3,5,4
England - Virtual,MCI,0:2,Home,7,29,29,43,57,43,57,71,71,2,2,3,4,3,4,5,5
England - Virtual,NEW,0:2,Home,7,29,57,14,57,57,29,57,57,2,4,1,4,4,2,4,4
England - Virtual,BUR,1:3,Away,7,43,43,14,43,14,29,71,57,3,3,1,3,1,2,5,4
England - Virtual,LEE,1:3,Away,7,71,29,0,86,57,57,71,86,5,2,0,6,4,4,5,6
England - Virtual,BOU,1:3,Away,7,29,43,29,71,71,57,71,71,2,3,2,5,5,4,5,5
England - Virtual,WHU,1:3,Home,7,29,43,29,57,29,43,57,71,2,3,2,4,2,3,4,5
England - Virtual,AST,1:3,Home,7,29,29,43,86,57,86,100,86,2,2,3,6,4,6,7,6
England - Virtual,WOL,1:3,Home,7,43,43,14,71,43,43,57,86,3,3,1,5,3,3,4,6
Spain - Virtual,FCB,0:3,Away,7,29,29,43,14,14,14,29,57,2,2,3,1,1,1,2,4
Spain - Virtual,RSO,0:3,Away,7,29,57,14,86,43,57,71,86,2,4,1,6,3,4,5,6
Spain - Virtual,GET,2:2,Away,7,43,0,57,71,57,43,43,71,3,0,4,5,4,3,3,5
Spain - Virtual,LEV,2:2,Away,7,14,71,14,71,57,43,71,57,1,5,1,5,4,3,5,4
Spain - Virtual,MAL,2:2,Away,7,29,43,29,57,29,29,71,43,2,3,2,4,2,2,5,3
Spain - Virtual,ALA,2:2,Home,7,29,57,14,43,14,14,43,57,2,4,1,3,1,1,3,4
Spain - Virtual,MAL,2:2,Home,7,57,43,0,71,57,29,57,71,4,3,0,5,4,2,4,5
Spain - Virtual,GIR,2:2,Home,7,29,14,57,43,14,29,57,43,2,1,4,3,1,2,4,3
Spain - Virtual,LEV,0:2,Away,7,14,57,29,71,57,57,86,57,1,4,2,5,4,4,6,4
Spain - Virtual,RAY,0:2,Away,7,57,29,14,57,29,14,43,71,4,2,1,4,2,1,3,5
Spain - Virtual,RBB,0:2,Away,7,57,0,43,57,14,43,57,71,4,0,3,4,1,3,4,5
Spain - Virtual,CEL,0:2,Home,7,29,29,43,71,71,71,86,71,2,2,3,5,5,5,6,5
Spain - Virtual,CEL,2:0,Away,7,29,43,29,86,57,71,71,86,2,3,2,6,4,5,5,6
Spain - Virtual,RBB,3:1,Home,7,43,14,43,71,43,43,86,43,3,1,3,5,3,3,6,3
Spain - Virtual,SEV,3:1,Home,7,43,29,29,57,29,57,100,57,3,2,2,4,2,4,7,4
